,Area,x,y,XM,YM,Major,Minor,Angle,frame,particle,dx,dy,time,dv,dv_m,Area_m,dx_m,filename,particle_u
16,1836,112.072,104.249,112.072,104.249,54.88399999999999,42.593,144.846,54,1,11.251999999999995,0.12699999999999534,5.394605394605395,11.252716694203222,62.74030961869867,569.6171640000001,62.736313639999985,D,D1
17,588,372.582,64.335,372.582,64.335,39.277,19.061,172.477,54,0,8.004500000000007,0.3554999999999957,5.394605394605395,8.012390436068385,44.6736437436298,182.42641200000003,44.62965006500004,D,D0
18,594,380.441,63.562,380.441,63.562,31.775,23.802,4.3180000000000005,55,0,6.641999999999996,0.6080000000000041,5.4945054945054945,6.669769711166942,37.18776790849107,184.28790600000002,37.03293593999998,D,D0
19,1781,126.63799999999999,106.564,126.63799999999999,106.564,71.7,31.627,10.209,55,1,10.590499999999992,1.8860000000000028,5.4945054945054945,10.757122582270773,59.977089956031456,552.5534690000001,59.04807408499995,D,D1
20,345,452.175,115.425,452.175,115.425,24.691,17.79,6.859,55,2,5.847000000000008,1.2580000000000027,5.4945054945054945,5.98080036449973,33.346371088293765,107.03590500000001,32.60035779000005,D,D2
21,574,385.866,65.551,385.866,65.551,37.441,19.52,168.96900000000002,56,0,5.83450000000002,0.9975000000000023,5.594405594405594,5.919155049498217,33.00266331933078,178.08292600000004,32.530663165000114,D,D0
22,1833,133.253,108.021,133.253,108.021,70.267,33.214,160.952,56,1,9.67900000000001,0.8940000000000055,5.594405594405594,9.720199432110443,54.195652347692025,568.6864170000001,53.96594203000006,D,D1
23,352,457.651,116.719,457.651,116.719,24.101999999999997,18.595,165.577,56,2,6.005499999999984,1.0575000000000045,5.594405594405594,6.097896071597138,33.99924639991486,109.20764800000002,33.484085634999914,D,D2
24,354,464.186,117.54,464.186,117.54,26.994,16.697,168.692,57,2,6.391500000000008,1.2780000000000058,5.694305694305695,6.518017816023527,36.341664594486296,109.82814600000002,35.63625565500005,D,D2
25,1795,145.996,108.352,145.996,108.352,52.777,43.305,25.954,57,1,10.256,1.8189999999999955,5.694305694305695,10.416059571642243,58.07546926586135,556.896955,57.183045920000005,D,D1
26,597,392.11,65.557,392.11,65.557,35.196,21.596999999999998,10.238999999999999,57,0,5.875499999999988,0.42249999999999943,5.694305694305695,5.8906711417290865,32.84384929769044,185.21865300000002,32.759261534999936,D,D0
27,597,397.61699999999996,66.396,397.61699999999996,66.396,34.985,21.726999999999997,160.789,58,0,6.585999999999984,1.3930000000000007,5.794205794205794,6.731704464695386,37.53308946222166,185.21865300000002,36.720704019999914,D,D0
28,1801,153.765,111.65899999999999,153.765,111.65899999999999,78.442,29.233,177.493,58,1,7.064999999999998,0.9479999999999933,5.794205794205794,7.128318806001872,39.74444048517986,558.758449,39.39140204999999,D,D1
29,346,470.434,119.275,470.434,119.275,26.71,16.494,178.114,58,2,6.113500000000016,0.8489999999999966,5.794205794205794,6.172170060035627,34.41336622163284,107.34615400000001,34.08624719500009,D,D2
30,597,405.282,68.343,405.282,68.343,36.82,20.644000000000002,5.3229999999999995,59,0,6.845500000000044,1.3810000000000002,5.894105894105894,6.9834111471400995,38.93649768965993,185.21865300000002,38.16756443500025,D,D0
31,1835,160.126,110.24799999999999,160.126,110.24799999999999,60.018,38.928000000000004,148.977,59,1,10.938000000000002,-0.11299999999999955,5.894105894105894,10.93858368345738,60.98883902797448,569.3069150000001,60.98558466000002,D,D1
32,355,476.413,119.238,476.413,119.238,24.906,18.148,10.502,59,2,6.324999999999989,0.6239999999999952,5.894105894105894,6.355706176342629,35.436684685630674,110.13839500000002,35.26548024999994,D,D2
33,353,483.084,120.523,483.084,120.523,24.358,18.452,167.641,60,2,6.2964999999999804,1.794000000000004,5.994005994005994,6.547087004920567,36.503741892024976,109.51789700000002,35.10657650499989,D,D2
34,584,411.30800000000005,69.158,411.30800000000005,69.158,32.469,22.901,163.132,60,0,7.046500000000009,0.7929999999999993,5.994005994005994,7.090980979385019,39.53626081922974,181.18541600000003,39.288254005000056,D,D0
35,1787,175.641,111.43299999999999,175.641,111.43299999999999,67.191,33.863,16.175,60,1,11.378,1.7175000000000011,5.994005994005994,11.506897507582137,64.15751253634974,554.4149630000001,63.43883546,D,D1
36,592,419.375,69.929,419.375,69.929,38.985,19.335,178.322,61,0,7.478999999999957,-0.04299999999999926,6.093906093906094,7.479123611760896,41.7003772360257,183.66740800000002,41.699688029999756,D,D0
37,1833,182.882,113.68299999999999,182.882,113.68299999999999,73.945,31.561999999999998,165.73,61,1,9.959000000000017,0.6890000000000072,6.093906093906094,9.982805317144093,55.65982984210909,568.6864170000001,55.5271016300001,D,D1
38,344,489.006,122.82600000000001,489.006,122.82600000000001,27.011,16.215,169.222,61,2,6.227000000000004,1.203000000000003,6.093906093906094,6.342139859700357,35.36104473754952,106.72565600000001,34.719074390000024,D,D2
39,607,426.26599999999996,69.072,426.26599999999996,69.072,30.993000000000002,24.936,175.02,62,0,6.451999999999998,0.634999999999998,6.193806193806194,6.483172757223116,36.14738352999049,188.32114300000003,35.973577639999995,D,D0
40,1809,195.55900000000003,112.811,195.55900000000003,112.811,50.113,45.961999999999996,166.24599999999998,62,1,10.468999999999994,1.2274999999999991,6.193806193806194,10.540717112701577,58.77050611206553,561.2404410000001,58.37064232999997,D,D1
41,345,495.538,122.929,495.538,122.929,27.07,16.227,0.16899999999999998,62,2,6.442000000000007,0.813999999999993,6.193806193806194,6.49322416061544,36.20342583320263,107.03590500000001,35.917821940000046,D,D2
42,585,432.279,71.199,432.279,71.199,38.57,19.312,174.16299999999998,63,0,6.279500000000013,1.3644999999999996,6.293706293706294,6.426039254470841,35.82883168604999,181.49566500000003,35.01179181500007,D,D0
43,1825,203.82,116.13799999999999,203.82,116.13799999999999,76.568,30.348000000000003,2.7539999999999996,63,1,7.099999999999994,1.5180000000000007,6.293706293706294,7.260463070631234,40.48122008271939,566.2044250000001,39.58654699999997,D,D1
44,346,501.89,124.454,501.89,124.454,24.197,18.206,5.43,63,2,5.702500000000015,1.2154999999999987,6.293706293706294,5.830604299727445,32.50894241543135,107.34615400000001,31.794687925000083,D,D2
45,607,438.825,71.801,438.825,71.801,32.525,23.761999999999997,10.433,64,0,6.575000000000017,1.1385000000000005,6.393606393606394,6.672841017887375,37.204892194102314,188.32114300000003,36.659372750000095,D,D0
46,1815,209.75900000000001,115.84700000000001,209.75900000000001,115.84700000000001,63.772,36.236999999999995,153.07399999999998,64,1,10.461000000000013,-0.2839999999999989,6.393606393606394,10.464854370701977,58.34752808365482,563.1019350000001,58.32603777000007,D,D1
47,350,506.94300000000004,125.36,506.94300000000004,125.36,24.53,18.167,162.68,64,2,5.620999999999981,0.8674999999999997,6.393606393606394,5.687547560240686,31.711319550451165,108.58715000000002,31.340278969999897,D,D2
48,351,513.132,126.189,513.132,126.189,26.898000000000003,16.615,168.8,65,2,6.15149999999997,1.1330000000000027,6.4935064935064934,6.2549693244651206,34.87501931640799,108.89739900000002,34.298118854999835,D,D2
49,1818,224.74200000000002,115.57,224.74200000000002,115.57,63.568000000000005,36.414,21.72,65,1,11.403999999999996,1.8149999999999977,6.4935064935064934,11.547529649236667,64.38405988639448,564.0326820000001,63.583800279999984,D,D1
50,593,445.42900000000003,73.476,445.42900000000003,73.476,36.615,20.621,164.36,65,0,7.675000000000011,1.4469999999999956,6.4935064935064934,7.810213441385591,43.54639175738626,183.97765700000002,42.79249975000007,D,D0
51,591,454.175,74.695,454.175,74.695,34.857,21.588,7.3389999999999995,66,0,7.325499999999977,1.228500000000004,6.593406593406594,7.427796611378079,41.41419995250127,183.35715900000002,40.84383803499988,D,D0
52,1814,232.567,119.477,232.567,119.477,75.902,30.43,169.329,66,1,9.883999999999986,1.1485000000000056,6.593406593406594,9.950502914425972,55.47972553458602,562.7916860000001,55.108933879999924,D,D1
53,350,519.246,127.626,519.246,127.626,27.153000000000002,16.412,178.18200000000002,66,2,6.147500000000036,0.8705000000000069,6.593406593406594,6.208826499428089,34.61774676541627,108.58715000000002,34.275816575000206,D,D2
54,578,460.08,75.933,460.08,75.933,34.497,21.333000000000002,161.407,67,0,6.751500000000021,0.6980000000000075,6.693306693306694,6.787485267019023,37.84409923023326,179.32392200000004,37.64346085500012,D,D0
55,1829,244.51,117.867,244.51,117.867,54.053000000000004,43.083,149.98,67,1,10.859499999999983,1.0229999999999961,6.693306693306694,10.907578523668743,60.81596758921174,567.4454210000001,60.5479024149999,D,D1
56,356,525.427,127.93,525.427,127.93,24.513,18.491,7.751,67,2,6.523500000000013,0.7719999999999914,6.693306693306694,6.569020950644027,36.62603614178232,110.44864400000002,36.37223089500007,D,D2
57,591,467.67800000000005,76.09100000000001,467.67800000000005,76.09100000000001,38.296,19.649,2.9819999999999998,68,0,6.614000000000033,-0.23450000000000415,6.793206793206793,6.618155804300805,36.89999095778545,183.35715900000002,36.876819980000185,D,D0
58,1809,254.28599999999997,121.523,254.28599999999997,121.523,73.833,31.195999999999998,7.537000000000001,68,1,7.6410000000000196,2.2234999999999943,6.793206793206793,7.957941520895983,44.37006000566202,561.2404410000001,42.60293037000011,D,D1
59,348,532.293,129.17,532.293,129.17,24.389,18.168,168.608,68,2,6.214999999999975,1.4954999999999927,6.793206793206793,6.392397457136068,35.64125949008415,107.96665200000002,34.65216754999986,D,D2
60,613,473.30800000000005,75.464,473.30800000000005,75.464,32.073,24.335,164.75900000000001,69,0,5.990499999999969,0.8434999999999988,6.893106893106893,6.049593581390375,33.72993248459274,190.18263700000003,33.40045208499983,D,D0
61,1814,259.79200000000003,122.314,259.79200000000003,122.314,67.634,34.149,156.916,69,1,9.633000000000024,-0.7194999999999965,6.893106893106893,9.659832775467724,53.85907382791458,562.7916860000001,53.70946581000013,D,D1
62,347,537.857,130.921,537.857,130.921,27.294,16.187,170.30599999999998,69,2,6.03449999999998,1.0990000000000038,6.893106893106893,6.13375832993115,34.19919893161423,107.65640300000001,33.64577716499989,D,D2
63,1842,273.552,120.084,273.552,120.084,57.972,40.455999999999996,29.267,70,1,12.044999999999987,1.4510000000000076,6.993006993006993,12.132082508786352,67.64327527351394,571.4786580000001,67.15774064999994,D,D1
64,341,544.362,131.368,544.362,131.368,27.053,16.049,0.605,70,2,6.600000000000023,0.9825000000000017,6.993006993006993,6.672728546104683,37.20426509980489,105.79490900000002,36.79876200000013,D,D2
65,605,479.659,77.778,479.659,77.778,38.855,19.825,178.71099999999998,70,0,6.415999999999968,1.5189999999999984,6.993006993006993,6.593361585716317,36.76174905647233,187.70064500000004,35.77285711999983,D,D0
66,345,551.057,132.886,551.057,132.886,24.250999999999998,18.114,4.622,71,2,5.972500000000025,1.2535000000000025,7.092907092907093,6.102623902879834,34.02560675417972,107.03590500000001,33.300091825000145,D,D2
67,1808,283.882,125.21600000000001,283.882,125.21600000000001,77.762,29.603,174.6,71,1,9.918499999999995,1.408999999999999,7.092907092907093,10.01807981850813,55.85650529367938,560.9301920000001,55.30129104499997,D,D1
68,614,486.14,78.502,486.14,78.502,31.073,25.159000000000002,179.16299999999998,71,0,6.895999999999987,1.0744999999999933,7.092907092907093,6.979209572007406,38.913071513397334,190.49288600000003,38.44913071999993,D,D0
69,590,493.45099999999996,79.92699999999999,493.45099999999996,79.92699999999999,38.519,19.503,168.18400000000003,72,0,8.140999999999991,0.8115000000000023,7.192807192807193,8.1813454425296,45.61566420900477,183.04691000000003,45.39071536999995,D,D0
70,1867,293.389,122.902,293.389,122.902,58.117,40.903,150.89,72,1,10.513499999999993,0.7294999999999945,7.192807192807193,10.538778510814232,58.75969730154051,579.2348830000001,58.61875519499997,D,D1
71,357,556.307,133.875,556.307,133.875,24.559,18.509,163.814,72,2,5.933499999999981,1.0444999999999993,7.192807192807193,6.024732566678772,33.59131815679716,110.75889300000001,33.0826445949999,D,D2
72,602,502.42199999999997,80.125,502.42199999999997,80.125,33.152,23.12,8.052999999999999,73,0,7.217999999999989,0.818000000000005,7.292707292707293,7.2642031909907265,40.50207338559217,186.76989800000004,40.244464259999944,D,D0
73,1804,304.909,126.675,304.909,126.675,69.9,32.86,12.344000000000001,73,1,8.668000000000006,2.6125000000000043,7.292707292707293,9.05314200982179,50.476426995702084,559.689196,48.32904076000004,D,D1
74,354,562.924,134.975,562.924,134.975,26.938000000000002,16.732,167.976,73,2,6.4325000000000045,1.2450000000000045,7.292707292707293,6.551876162596487,36.5304441758881,109.82814600000002,35.86485402500003,D,D2
75,574,507.88699999999994,81.563,507.88699999999994,81.563,35.787,20.422,163.859,74,0,6.148500000000041,0.859499999999997,7.392607392607393,6.208284183250675,34.61472304360697,178.08292600000004,34.28139214500023,D,D0
76,1789,310.725,128.127,310.725,128.127,70.931,32.113,161.635,74,1,8.62700000000001,-0.6985000000000028,7.392607392607393,8.655231438269006,48.257848750269524,555.035461,48.100442390000055,D,D1
77,348,569.172,136.365,569.172,136.365,26.846,16.505,178.577,74,2,5.903999999999996,1.0700000000000074,7.392607392607393,6.000176330742287,33.45440314439677,107.96665200000002,32.91816527999998,D,D2
78,604,514.719,81.844,514.719,81.844,37.87,20.307000000000002,6.17,75,0,6.34800000000007,0.03450000000000131,7.492507492507492,6.34809374930781,35.39424106582815,187.39039600000004,35.39371836000039,D,D0
79,1863,322.163,125.27799999999999,322.163,125.27799999999999,51.855,45.744,35.061,75,1,12.119499999999988,0.7950000000000017,7.492507492507492,12.145546725034642,67.7183459537014,577.9938870000001,67.57312061499994,D,D1
80,358,574.732,137.115,574.732,137.115,24.439,18.651,5.524,75,2,6.179499999999962,0.6199999999999903,7.492507492507492,6.210524957682685,34.62721663830685,111.06914200000001,34.454234814999786,D,D2
81,1813,334.964,129.717,334.964,129.717,77.582,29.754,0.9590000000000001,76,1,10.29849999999999,1.7914999999999992,7.592407592407593,10.45316098125346,58.282330772247356,562.4814370000001,57.42000764499995,D,D1
82,351,581.531,137.605,581.531,137.605,24.217,18.454,165.979,76,2,6.197499999999991,1.3889999999999958,7.592407592407593,6.351246117888983,35.41181731751828,108.89739900000002,34.55459507499995,D,D2
83,613,520.5830000000001,81.632,520.5830000000001,81.632,32.836,23.769000000000002,159.995,76,0,6.290499999999952,1.1915000000000049,7.592407592407593,6.402348202027081,35.696740564776135,190.18263700000003,35.073123084999736,D,D0
84,615,527.3,84.227,527.3,84.227,38.769,20.198,1.382,77,0,6.594499999999925,1.543999999999997,7.6923076923076925,6.772840338439923,37.76244540579548,190.80313500000003,36.768096364999586,D,D0
85,1897,342.76,128.861,342.76,128.861,63.169,38.236,154.124,77,1,10.603499999999997,0.6944999999999908,7.6923076923076925,10.62621957706502,59.24723108729642,588.542353,59.12055649499998,D,D1
86,351,587.127,139.893,587.127,139.893,27.418000000000003,16.3,170.459,77,2,6.246000000000038,1.2625000000000028,7.6923076923076925,6.372316866729125,35.529298752628904,108.89739900000002,34.825010220000216,D,D2
87,624,533.7719999999999,84.72,533.7719999999999,84.72,31.68,25.079,171.609,78,0,7.008000000000038,1.0844999999999985,7.792207792207792,7.09141764741018,39.53869549237078,193.59537600000004,39.07359456000022,D,D0
88,1799,356.171,131.106,356.171,131.106,63.736000000000004,35.938,18.952,78,1,9.507499999999993,2.3490000000000038,7.792207792207792,9.793383340296646,54.603694350657776,558.137951,53.00973177499996,D,D1
89,346,594.023,140.13,594.023,140.13,27.34,16.113,179.52599999999998,78,2,6.509500000000003,1.0870000000000033,7.792207792207792,6.599633266326247,36.79671725073064,107.34615400000001,36.29417291500002,D,D2
90,1802,361.775,133.559,361.775,133.559,74.922,30.624000000000002,166.813,79,1,7.605499999999978,-0.332499999999996,7.892107892107893,7.612764708041334,42.445502523214024,559.068698,42.40499763499988,D,D1
91,597,541.316,86.396,541.316,86.396,39.185,19.398,171.37,79,0,8.004000000000019,0.5330000000000013,7.892107892107893,8.021727058433259,44.725700735188724,185.21865300000002,44.62686228000011,D,D0
92,353,600.146,142.067,600.146,142.067,25.179000000000002,17.851,5.457000000000001,79,2,5.615000000000009,1.2914999999999992,7.892107892107893,5.7616141184567455,32.12428283044388,109.51789700000002,31.306825550000056,D,D2
93,608,549.78,85.786,549.78,85.786,32.373000000000005,23.913,5.414,80,0,7.062999999999988,0.5664999999999978,7.992007992007992,7.085682130183362,39.50671671458645,188.63139200000003,39.38025090999994,D,D0
94,1873,371.38199999999995,130.441,371.38199999999995,130.441,51.196000000000005,46.581,140.856,80,1,11.978000000000009,0.3894999999999982,7.992007992007992,11.984331197442776,66.81947749452603,581.0963770000001,66.78417746000005,D,D1
95,348,605.253,142.713,605.253,142.713,23.598000000000003,18.776,168.68599999999998,80,2,5.836000000000013,0.8070000000000022,7.992007992007992,5.891531634473344,32.848647035220544,107.96665200000002,32.53902652000007,D,D2
96,1829,385.731,134.338,385.731,134.338,75.097,31.01,6.881,81,1,10.670500000000033,1.8084999999999951,8.091908091908092,10.822672613546096,60.34256874390921,567.4454210000001,59.49411968500018,D,D1
97,359,611.818,143.681,611.818,143.681,26.919,16.98,169.07,81,2,6.340999999999951,1.035499999999999,8.091908091908092,6.424993482486919,35.82300091114959,111.37939100000001,35.35468936999973,D,D2
98,583,555.442,87.529,555.442,87.529,37.279,19.912,167.907,81,0,6.094500000000039,0.8744999999999976,8.091908091908092,6.1569213491809744,34.32834596685297,180.87516700000003,33.98031136500022,D,D0
99,1908,392.723,134.058,392.723,134.058,67.793,35.835,157.894,82,1,10.531500000000023,0.5204999999999984,8.191808191808192,10.544354532165563,58.79078679890635,591.9550920000001,58.719115455000136,D,D1
100,352,617.935,144.784,617.935,144.784,27.159000000000002,16.502,177.481,82,2,6.022500000000036,0.8044999999999902,8.191808191808192,6.075995926595114,33.87714060844592,109.20764800000002,33.5788703250002,D,D2
101,606,561.969,87.535,561.969,87.535,35.588,21.680999999999997,10.374,82,0,6.153999999999996,0.25199999999999534,8.191808191808192,6.159157409905998,34.340813279949586,188.01089400000004,34.31205777999998,D,D0
102,621,567.75,88.03299999999999,567.75,88.03299999999999,34.499,22.919,159.33100000000002,83,0,6.663499999999942,1.1574999999999989,8.291708291708291,6.76328607261287,37.709174927878145,192.66462900000002,37.15281069499969,D,D0
103,1814,406.79400000000004,135.379,406.79400000000004,135.379,57.751999999999995,39.993,25.026999999999997,83,1,10.626499999999993,2.058000000000007,8.291708291708291,10.823948736482443,60.34968385666942,562.7916860000001,59.248794604999965,D,D1
104,366,623.863,145.29,623.863,145.29,25.345,18.387,11.824000000000002,83,2,6.567000000000007,0.8299999999999983,8.291708291708291,6.6192438389894726,36.906057371354535,113.55113400000002,36.61476819000004,D,D2
105,623,575.2959999999999,89.85,575.2959999999999,89.85,38.156,20.789,4.184,84,0,6.882999999999981,1.4120000000000132,8.391608391608392,7.026338520168223,39.17584226289434,193.28512700000005,38.376648309999894,D,D0
106,1838,413.976,138.174,413.976,138.174,77.774,30.09,173.669,84,1,7.432499999999976,0.5794999999999959,8.391608391608392,7.455057109103835,41.56619276580607,570.2376620000001,41.44042402499987,D,D1
107,355,631.069,146.444,631.069,146.444,23.894000000000002,18.917,167.55700000000002,84,2,5.961999999999932,1.3880000000000052,8.391608391608392,6.121436759454369,34.130499152911,110.13839500000002,33.241548339999625,D,D2
108,362,635.7869999999999,148.066,635.7869999999999,148.066,26.497,17.395,163.472,85,2,5.7964999999999804,1.2535000000000025,8.491508491508492,5.930486868714893,33.0658446706007,112.31013800000002,32.31879150499989,D,D2
109,619,581.516,90.85700000000001,581.516,90.85700000000001,32.408,24.319000000000003,165.149,85,0,7.2625000000000455,0.9200000000000017,8.491508491508492,7.320540024479114,40.816183344285015,192.04413100000002,40.49257712500026,D,D0
110,1891,421.659,136.53799999999998,421.659,136.53799999999998,57.746,41.693999999999996,145.214,85,1,11.619,0.10299999999999443,8.491508491508492,11.619456527738292,64.78509323236179,586.680859,64.78254783000001,D,D1
111,599,589.821,91.69,589.821,91.69,39.49,19.313,175.52599999999998,86,0,8.122000000000014,0.2294999999999945,8.591408591408591,8.125241796402136,45.30285440276587,185.83915100000004,45.28477954000008,D,D0
112,1832,437.214,138.38,437.214,138.38,69.84100000000001,33.398,12.883,86,1,11.32250000000002,1.8395000000000152,8.591408591408591,11.470953164406195,63.95710233486825,568.3761680000001,63.129391325000114,D,D1
113,346,642.6619999999999,148.951,642.6619999999999,148.951,27.256999999999998,16.163,173.46900000000002,86,2,6.547500000000014,1.079499999999996,8.591408591408591,6.635893044647433,36.99888618294489,107.34615400000001,36.506044575000075,D,D2
114,1915,444.30400000000003,140.217,444.30400000000003,140.217,72.752,33.515,163.507,87,1,10.303499999999985,0.6465000000000032,8.691308691308691,10.323762613504812,57.560861114979026,594.1268350000001,57.447885494999916,D,D1
115,356,648.882,150.225,648.882,150.225,26.154,17.331,4.617,87,2,5.736500000000035,1.0205000000000126,8.691308691308691,5.826564382206759,32.48641757250054,110.44864400000002,31.984257305000195,D,D2
116,318,6.692,73.83,6.692,73.83,24.938000000000002,16.236,87.0,87,3,4.648,15.432000000000002,8.691308691308691,16.116777841739957,89.86022303107006,98.65918200000002,25.91524936,D,D3
117,624,597.76,91.316,597.76,91.316,31.7,25.063000000000002,0.35100000000000003,87,0,6.648500000000013,0.7115000000000009,8.691308691308691,6.686462779377462,37.2808412788136,193.59537600000004,37.069177145000076,D,D0
118,356,654.135,150.99200000000002,654.135,150.99200000000002,24.083000000000002,18.820999999999998,174.88299999999998,88,2,5.827000000000055,0.8469999999999942,8.791208791208792,5.88823725744816,32.83027900551024,110.44864400000002,32.48884639000031,D,D2
119,1848,457.82099999999997,139.673,457.82099999999997,139.673,50.968,46.165,19.219,88,1,10.830999999999989,1.438999999999993,8.791208791208792,10.926174170312303,60.91964891876817,573.3401520000001,60.38899866999994,D,D1
120,530,11.34,89.262,11.34,89.262,27.823,24.254,44.398,88,3,0.17200000000000015,5.583999999999996,8.791208791208792,5.586648369102888,31.148749047318994,164.43197000000004,0.9589980400000009,D,D3
121,600,603.118,93.113,603.118,93.113,38.522,19.832,170.97299999999998,88,0,6.014999999999986,1.016999999999996,8.791208791208792,6.100369988779355,34.01303989833851,186.14940000000004,33.537053549999925,D,D0
122,638,7.0360000000000005,84.99799999999999,7.0360000000000005,84.99799999999999,49.043,16.563,97.54799999999999,89,3,4.741,-5.588500000000003,8.89110889110889,7.328602407690025,40.86113572624428,197.93886200000003,26.43377737,D,D3
123,620,609.79,93.35,609.79,93.35,34.989000000000004,22.561999999999998,10.699000000000002,89,0,6.255999999999972,0.34600000000000364,8.89110889110889,6.2655607889477585,34.93407276803346,192.35438000000002,34.880765919999845,D,D0
124,1875,465.966,143.095,465.966,143.095,77.884,30.651999999999997,0.162,89,1,7.488500000000016,1.4720000000000084,8.89110889110889,7.631802948845068,42.551651567492094,581.7168750000001,41.75265594500009,D,D1
125,365,660.5360000000001,151.91899999999998,660.5360000000001,151.91899999999998,26.38,17.617,166.053,89,2,6.3419999999999845,1.302999999999983,8.89110889110889,6.47447086641061,36.098865528633006,113.24088500000002,35.360264939999915,D,D2
126,1086,20.822,78.085,20.822,78.085,50.403999999999996,27.433000000000003,8.612,90,3,7.526999999999999,0.6695000000000064,8.991008991008991,7.556716168416013,42.13299996713527,336.93041400000004,41.967315389999996,D,D3
127,623,615.63,93.805,615.63,93.805,35.571999999999996,22.299,159.732,90,0,6.97950000000003,1.2550000000000026,8.991008991008991,7.091434639760873,39.538790234411536,193.28512700000005,38.91469081500017,D,D0
128,1898,472.798,142.61700000000002,472.798,142.61700000000002,63.427,38.101,150.362,90,1,11.299999999999983,-0.21250000000000568,8.991008991008991,11.301997887541814,63.01508036184152,588.852602,63.00394099999991,D,D1
129,357,666.819,153.59799999999998,666.819,153.59799999999998,27.266,16.671,176.00599999999997,90,2,6.390999999999963,0.9770000000000039,8.991008991008991,6.465246321680214,36.04743343377055,110.75889300000001,35.6334678699998,D,D2
130,1850,488.566,142.67,488.566,142.67,65.301,36.071,19.408,91,1,11.814499999999981,1.6909999999999883,9.090909090909092,11.934902230433206,66.54388282893647,573.9606500000001,65.8725717649999,D,D1
131,1282,22.09,86.337,22.09,86.337,53.581,30.464000000000002,149.065,91,3,2.0749999999999993,1.3305000000000078,9.090909090909092,2.4649249988589954,13.74336187588825,397.73921800000005,11.569307749999997,D,D3
